"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"903210618777305089","","","2017-08-31 10:59:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","今から高速に乗ると2時間は佐野サービスエリアで用事作る必要がある。
今からいろは坂に行くと夜のいろは坂を楽しみながら、栃木称号をゲットできるが、帰りが2時頃になりそう","","","",""
"903205072716292096","","","2017-08-31 10:37:24 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/Htk8c3H31q","","","","http://cas.st/17d67729"
"903197408070311937","","","2017-08-31 10:06:57 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/fdgb0Q1ygy","","","","http://cas.st/17d65ea0"
"903195534659174400","","","2017-08-31 09:59:30 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","悲報　まっくら https://t.co/0WyqUDsR0w","","","","https://twitter.com/mecaota/status/903195534659174400/photo/1"
"903194008750395392","","","2017-08-31 09:53:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","は？ https://t.co/lIEaX7RKfB","","","","https://twitter.com/mecaota/status/903194008750395392/photo/1"
"903192740225212416","","","2017-08-31 09:48:24 +0000","<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","https://t.co/I6gztwjhHf","","","","https://www.pscp.tv/w/bHaBaDFEWkVvWUJHWHB4S2F8MW1yeG1tWlZMTnp4eZNdZzQTxfm1e3AChiXEzjCN2zvn3MNTjnYPe1PEHh55"
"903192175889965056","","","2017-08-31 09:46:09 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ライブ切れたけど着いたよ https://t.co/392ShkuOCU","","","","https://twitter.com/mecaota/status/903192175889965056/photo/1"
"903186213862903808","","","2017-08-31 09:22:28 +0000","<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>","https://t.co/hWPK266zZH","","","","https://www.pscp.tv/w/bHZ7VDFEWkVvWUJHWHB4S2F8MU1ZeE5YaldXcG5Hd2srgN5K5F7KB1sUG03JJmmKA_oAQtNr1yX52-wjKpFc"
"903186022372065280","903178681643802624","1625399156","2017-08-31 09:21:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Our4k いえす！","","","",""
"903185760685142016","","","2017-08-31 09:20:40 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","上り列車が来たので急いでたので撮りに行った。あくまで記念撮影なのでちゃんと撮れてるかは知らない","","","",""
"903184287146455040","","","2017-08-31 09:14:49 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","ほああすげぇ！ https://t.co/lfCOf8JvMA","","","","https://twitter.com/mecaota/status/903184287146455040/photo/1"
"903184289734336512","","","2017-08-31 09:14:49 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","先に近いホームからいくか","","","",""
"903183881381134337","","","2017-08-31 09:13:12 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","なんだこれは… https://t.co/gXH86uHgyP","","","","https://twitter.com/mecaota/status/903183881381134337/photo/1"
"903183142000893952","","","2017-08-31 09:10:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","新型のacure自販機が置かれてたり、新型のLED案内板が設置されてたりする辺、今も生きてる駅なんだなと感じさせます。JR北ではここまでやらない・やれない https://t.co/GPezTnJvMj","","","","https://twitter.com/mecaota/status/903183142000893952/photo/1,https://twitter.com/mecaota/status/903183142000893952/photo/1"
"903182219757338624","","","2017-08-31 09:06:36 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","雰囲気はもはや廃墟そのものですが　（続く https://t.co/or8EuboA0c","","","","https://twitter.com/mecaota/status/903182219757338624/photo/1,https://twitter.com/mecaota/status/903182219757338624/photo/1,https://twitter.com/mecaota/status/903182219757338624/photo/1,https://twitter.com/mecaota/status/903182219757338624/photo/1"
"903180869963304961","","","2017-08-31 09:01:14 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","I'm at 土合駅 - @jreast_official in みなかみ町, 群馬県 https://t.co/L6AUkmcGws","","","","https://www.swarmapp.com/c/0PHUvvFKbvM"
"903180669693693952","","","2017-08-31 09:00:26 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","残念でした (@ 谷川岳ロープウェイ 土合口駅 - @tenjindaira in みなかみ町, 群馬県) https://t.co/vJ9q9tmNZk","","","","https://www.swarmapp.com/c/7uf8KjgcIwG"
"903178394493304834","","","2017-08-31 08:51:24 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","残念でした。マイカー規制です https://t.co/aOA9DhSx8k","","","","https://twitter.com/mecaota/status/903178394493304834/photo/1,https://twitter.com/mecaota/status/903178394493304834/photo/1,https://twitter.com/mecaota/status/903178394493304834/photo/1"
"903172371988623362","","","2017-08-31 08:27:28 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/0MrEIOF8Oc","","","","http://cas.st/17d611ab"
"903171849047220225","","","2017-08-31 08:25:23 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","道の駅つったらこうでなくちゃ (@ 道の駅 みなかみ水紀行館 in みなかみ町, 群馬県) https://t.co/KxAohYtiE8","","","","https://www.swarmapp.com/c/68woEPnOrQA"
"903167884125278209","","","2017-08-31 08:09:38 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/Ye2aiEw3VP","","","","http://cas.st/17d603c1"
"903167197123559424","","","2017-08-31 08:06:54 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","道の駅なのに道路情報見る場所ないんだが","","","",""
"903166287647473665","","","2017-08-31 08:03:17 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","売店終わってたw (@ 道の駅 月夜野矢瀬親水公園 in Minakami Machi, 群馬県) https://t.co/3Jg8UAGLOb","","","","https://www.swarmapp.com/c/7Fs7si8UrXL"
"903152298196557824","","","2017-08-31 07:07:42 +0000","<a href=""http://twitcasting.tv/"" rel=""nofollow"">TwitCasting</a>","モイ！Androidからキャス配信中 - https://t.co/Wzd4PF5Suq","","","","http://cas.st/17d5d4d0"
"903151200043909120","","","2017-08-31 07:03:20 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","素材 https://t.co/CAVlTFqobf","","","","https://twitter.com/mecaota/status/903151200043909120/photo/1,https://twitter.com/mecaota/status/903151200043909120/photo/1"
"903148753720414208","","","2017-08-31 06:53:37 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","案内板の置き方なんとかしてくれ。よくわからないとこに止めてめっちゃ遠くからみてたわ (@ やんば見放台 in 長野原町, 群馬県) https://t.co/vrqiThHe56","","","","https://www.swarmapp.com/c/0dbAE1ucoEr"
"903146657323204608","","","2017-08-31 06:45:17 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","鉄道まで付け替えたんだなぁ。そして鉄道跡が工事道路に転用されてて興味深い","","","",""
"903146462179074048","","","2017-08-31 06:44:30 +0000","<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane Android</a>","貯水量めちゃくちゃ多くないですか https://t.co/Y0UvfqcDoc","","","","https://twitter.com/mecaota/status/903146462179074048/photo/1"
"903145072920846337","","","2017-08-31 06:38:59 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","何かと話題の八ッ場ダムに来ました (@ 八ッ場ダム in 長野原町, 群馬県) https://t.co/K7zTYNRQ1b","","","","https://www.swarmapp.com/c/fCHjYm1sKZm"
